id_,university_name,abbreviation,website,wikipedia,university_type,graduation_year,location,graduation_rate,domestic_student_tuition,international_student_tuition,description,ranking_qs_news_2024,ranking_us_news_2023,ranking_times_rank_2024,ranking_arwu_rank_2023,important_calendar,statistics,faculty,popular_programs,programs,characteristics,others
93,Burman University,BU,https://www.burmanu.ca,https://en.wikipedia.org/wiki/Burman_University,Private University,4,"Lacombe, Alberta, Canada",0.89,"CAD $6,128 - $7,946","CAD $16,300","Burman University, located in Lacombe, Alberta, Canada, is a private liberal arts university affiliated with the Seventh-day Adventist Church. It offers undergraduate degrees in arts, science, education, and business, emphasizing a Christian education framework. The university also provides various pre-professional programs and operates on a semester system. Burman University aims to foster an environment that combines academic excellence with Christian values.",,,,,https://www.burmanu.ca/academiccalendar,"Undergraduate Programs: 17
Master's Programs: 0
PhD Programs: 0","Arts and Social Sciences
School of Business
School of Education","Education Program
Sauder Business School
Engineering Program","Business Management Diploma
Bachelor of Science in Nursing (BSN)
BA Religious Studies
Bachelor of Arts in General Studies
General Science
International Studies","Burman University is a faith-based institution rooted in the Seventh-day Adventist Christian faith, emphasizing values such as excellence, service, spirituality, integrity, and community. It is located in Lacombe, Alberta, on the hereditary indigenous land of Treaty Six, reflecting a deep respect for its historical and cultural context. The university offers a diverse and multicultural campus environment, providing a rich backdrop for academic and personal growth. Accredited by the Adventist Accrediting Association and offering Campus Alberta Quality Council approved bachelor degree programs, Burman University supports over 35 major or track choices across various disciplines. This includes specialized faculties such as the Faculty of Arts and Social Sciences, the School of Business, and the School of Education, catering to a wide range of academic interests and career aspirations.",
94,Concordia University of Edmonton,CUE,https://concordia.ab.ca,https://en.wikipedia.org/wiki/Concordia_University_of_Edmonton,private university,4,"Edmonton, Alberta, Canada",0.89,"CAD $7,450","CAD $15,846.00","Concordia University of Edmonton, formerly known as Concordia University College of Alberta, is a private university in Edmonton, Alberta, Canada. Originally founded in 1921 by the Lutheran Church-Missouri Synod, it became an independent public university in 2015 and no longer identifies as a faith-based institution. Concordia offers undergraduate degrees in the fields of arts, science, and management, as well as education. It also provides graduate programs in information security, psychological assessment, and biblical and Christian studies. Known for its small class sizes and a close-knit campus environment, Concordia emphasizes a liberal arts education and practical experience through co-op programs and community service.",,,,,https://concordia.ab.ca/academic-calendar/,,"Arts, Faculty of
Education, Faculty of
Graduate Studies, Faculty of
Management, Faculty of
Science, Faculty of","Education Program
Management Program
Information Technology Program",Bachelor of Arts\nBachelor of Management\nBachelor of Education (After Degree)\nMaster of Science in Information Technology\nGraduate Diplomas & Certificates\nMasters programs\nAfter Degrees\nUndergraduate Degrees,"Concordia University of Edmonton (CUE) is recognized for its intimate campus environment and personalized educational experience. Here are some key characteristics:

Small Campus Experience: CUE offers a small campus experience that allows for a more personalized and intimate learning environment. This setting enables students to feel seen, supported, and valued throughout their educational journey.

Academic Excellence: Known for its commitment to academic excellence, CUE provides a variety of programs including undergraduate degrees, after degrees, master's programs, graduate diplomas, and certificates. The university also offers abundant study abroad opportunities, enhancing the academic experience.

Community Engagement: Located on Treaty 6 land, CUE acknowledges its historical roots and strives to maintain a respectful relationship with the indigenous communities. The university's evolution into a globally recognized institution reflects its ongoing commitment to community and educational leadership.

Diverse Academic Offerings: CUE's academic structure supports a range of student needs and interests, offering courses from senior-level undergraduate to master's degree levels. This diversity in course offerings ensures that students can find programs that suit their career aspirations and academic goals.

Supportive Academic Environment: The university emphasizes the importance of faculty-student relationships, with professors who are dedicated to understanding and supporting students' individual academic and personal development goals.",
95,University of Lethbridge,U of L,https://www.uleth.ca,https://en.wikipedia.org/wiki/University_of_Lethbridge,Public University,4,"Lethbridge, Alberta, Canada
Calgary, Alberta, Canada
Edmonton, Alberta, Canada",0.89,"CAD $6,128 - $7,946","CAD $37,038 - $51,448","The University of Lethbridge, located in Lethbridge, Alberta, Canada, is a public university known for its emphasis on liberal education, research, and academic programs across various disciplines. It was established in 1967 and is a member of Universities Canada. The university offers a range of undergraduate and graduate programs and is recognized for its strong focus on research, particularly in the sciences and humanities.",,1741.0,1201–1500,,https://www.uleth.ca/ross/academic-schedule,"Undergraduate Programs: 150
Master's Programs: 50
PhD Programs: 15","Education, Faculty of
Geography, Department of
Physics and Astronomy, Department
History, Department of","BIOL 1010 - Cellular Basis of Life
INDG 1000 - Introduction to Indigenous Studies I: Canadian Contexts
NEUR 2620 - Principles of Behavioural Neuroscience
HLSC 1060 - Human Anatomy and Physiology","Aboriginal Health, Addictions Counselling, Agricultural Biotechnology, Agricultural Studies, Anthropology, Archaeology & Geography, Art, Art History/Museum Studies, Biochemistry, Biological Sciences, Canadian Studies, Chemistry, Co-operative Education, Computer Science, Computer Science and Geographical Information Science, Conservation Biology, Criminal Justice, Dramatic Arts, Economics, Education, Engineering, English, Environmental Science, Exercise Science, Finance, Fine Arts, French/Spanish, General Major in the Humanities, General Major in the Sciences, General Major in the Social Sciences, Geography, Geographical Information Science, German, Greek and Roman Studies, Health Sciences, History, Indigenous Studies, Individualized Multidisciplinary Major, Kinesiology, Mathematics, Modern Languages, Music, Native American Studies, Neuroscience, New Media, Nursing, Philosophy, Physics, Political Science, Psychology, Public Health, Remote Sensing, Sociology, Statistics, Theatre & Dramatic Arts, Urban and Regional Studies, Women & Gender Studies","The University of Lethbridge is recognized for its comprehensive academic and research environment, and it offers a range of unique attributes that contribute to its distinct identity in the Canadian higher education landscape. Here are some key characteristics:

Diverse Academic Offerings: The University of Lethbridge provides a wide array of courses and programs across various disciplines. This is evident from the detailed course information available for subjects ranging from Human Anatomy and Physiology to Indigenous Studies, and Neuroscience, reflecting a commitment to a broad and inclusive curriculum.

Strong Focus on Research: The institution supports a vibrant research culture, as highlighted by the detailed course descriptions that integrate research components into the curriculum, preparing students to engage in scholarly activities and contribute to their fields of study.

Cultural and Artistic Hub: The University of Lethbridge Art Gallery, with a collection of over 15,000 objects including works from Canada, America, and Europe, underscores the university's role as a custodian of cultural heritage and promoter of the arts. This extensive collection provides a resource for education and enjoyment, reflecting the university's commitment to fostering an appreciation of the arts within and beyond its community.

Community Engagement: Events like the Fall Career Fair indicate the university's dedication to connecting students and alumni with potential employers, facilitating professional development and career opportunities. This is part of a broader commitment to serve its community and enhance the educational experience through practical engagement.

These characteristics demonstrate the University of Lethbridge's commitment to providing a comprehensive education that combines academic rigor with cultural enrichment and community involvement, making it a notable institution in Canada's educational landscape.",
96,The King's University College,TKUC,https://www.kings.uwo.ca,https://en.wikipedia.org/wiki/King%27s_University_College,Private College,4,"London, Ontario, Canada",0.89,"CAD $6,128 - $7,946","CAD $29,000","King's University College, affiliated with Western University, is located in London, Ontario, Canada. It is a Catholic, liberal arts college offering a range of undergraduate programs in arts, social science, and a Bachelor of Social Work. Known for its small class sizes and a close-knit community, King's emphasizes a student-focused approach to education, blending rigorous academic standards with moral and ethical values. The college provides a supportive environment that fosters intellectual, cultural, and spiritual growth.",,,,,https://www.kings.uwo.ca/current-students/academic-resources/academic-dates-and-events/,"Undergraduate Programs: 10
Master's Programs: 0
PhD Programs: 0","Applied Science, Faculty of
Architecture and Landscape Architecture, School of
Arts, Faculty of
Audiology and Speech Sciences, School of
Business, Sauder School of
Community and Regional Planning, School of
Dentistry, Faculty of
Education, Faculty of
Extended Learning
Forestry, Faculty of
Graduate and Postdoctoral Studies
Journalism, School of
Kinesiology, School of
Land and Food Systems, Faculty of
Law, Peter A. Allard School of
Library, Archival and Information Studies, School of
Medicine, Faculty of
Music, School of
Nursing, School of
Pharmaceutical Sciences, Faculty of
Population and Public Health, School of
Public Policy and Global Affairs, School of
Science, Faculty of
Social Work, School of
UBC Vantage College
Vancouver School of Economics","Education Program
Sauder Business School
Engineering Program","Bachelor of Arts
Bachelor of Science
Bachelor of Commerce
Bachelor of Social Work
Bachelor of Music
Bachelor of Health Sciences
Social Justice and Peace Studies
Thanatology
Childhood and Social Institutions
Catholic Studies for Teachers
Organizational and Human Resources
Finance and Wealth Management
Accounting
Global Commerce
Economics
Philosophy
Political Science
Psychology
Religious Studies
Sociology
Criminology
History
English
French
World Religions and Culture
Mathematics
Biology
Chemistry
Physics
Environmental Science
Computer Science
Data Science
Statistics
Geography
Management and Organizational Studies
Social Work
Music
Health Sciences
Social Justice and Peace Studies
Thanatology
Childhood and Social Institutions
Catholic Studies for Teachers","King's University College, affiliated with Western University, is known for its strong emphasis on social justice, ethics, and community involvement. Here are some key characteristics:

Liberal Arts Focus: King's University College offers a broad range of programs in the liberal arts, social sciences, and management, emphasizing critical thinking and communication skills.

Catholic Heritage: As a Catholic institution, King's promotes a values-based education, encouraging students to integrate their faith with their studies and community service.

Community Engagement: King's is highly committed to community service, with numerous opportunities for students to engage in volunteer work and community-based learning, reflecting its mission to foster social responsibility.

Small Campus Advantage: With a smaller campus environment, King's provides a close-knit community feeling, offering personalized attention and support to its students, which enhances their academic and personal development.",
97,Ambrose University,AU,https://ambrose.edu,https://en.wikipedia.org/wiki/Ambrose_University,Private University,4,"Calgary, Alberta, Canada",0.89,CAD $484 / CAD $484 - $484,"CAD $21,780","Ambrose University, located in Calgary, Alberta, Canada, is a private Christian liberal arts university. It was established through the merger of two colleges in 2001: Canadian Bible College from Regina, Saskatchewan, and Canadian Theological Seminary. Ambrose University offers undergraduate degrees in arts and sciences, business, and education, as well as graduate programs in theology. The university is committed to the integration of Christian faith with academic discipline, focusing on the development of moral and ethical responsibilities among its students.",,,,,https://ambrose.edu/2023-2024-academic-schedule-0,"Undergraduate Programs: 99
Master's and PhD Programs: 84","Faculty of Arts and Science
Faculty of Theology
Faculty of Education
Faculty of Business","Business Administration Program
Bachelor of Arts Business concentration
Education Program
Bachelor of Business Administration","Bachelor of Arts (BA)
Bachelor of Science (BSc)
Bachelor of Education (BEd)
Bachelor of Music (BMus)
Bachelor of Business Administration (BBA)
General Studies Program
Behavioural Science
Psychology
Science Program (Biology)","Ambrose University is characterized by its intimate and personalized learning environment, which is deeply integrated with Christian faith across its academic disciplines. The campus spans 40 acres and includes facilities such as an Academic Centre, Residence, Library, Gymnasium, and a Residence & Education Centre. The university offers a variety of programs including BA, BSc, BEd, BMus, and BBA degrees, catering to a diverse range of academic interests such as the arts, humanities, social sciences, biology, business, education, and theology. Ambrose University emphasizes strong student support throughout its educational programs. Additionally, the university is proactive in adapting to modern educational needs, as evidenced by the introduction of new initiatives like the evening/weekend blended Bachelor of Education program.",
98,MacEwan University,GMU,https://www.macewan.ca,https://en.wikipedia.org/wiki/MacEwan_University,Public University,4,"Edmonton, Alberta, Canada",,"CAD $6,128 - $7,946","CAD $37,038 - $51,448","MacEwan University, located in Edmonton, Alberta, Canada, is a public undergraduate university. It offers a range of academic and professional programs and focuses on teaching. The university provides degrees in arts, science, commerce, and nursing, along with other programs. MacEwan University is known for its student-centered approach and smaller class sizes, which enhance the learning experience.",,,,,https://www.macewan.ca/wcm/Registrar/ImportantDates/index.htm,"Undergraduate Programs: 43
Master's Programs: 2
PhD Programs: 0","Faculty of Arts and Science
Faculty of Fine Arts and Communications
Faculty of Health and Community Studies
Faculty of Nursing
School of Business","Education Program
Sauder Business School
Engineering Program","Acupuncture
Bachelor of Design
Bachelor of Commerce - Accounting
Accounting and Strategic Measurement
Accounting Minor for Bachelor of Arts
Accounting Minor for Bachelor of Science","MacEwan University is characterized by its student-centered approach, offering a variety of learning formats including full-time, part-time, in-person, and online options. The university emphasizes flexibility and adaptability in its programs, aiming to meet the evolving needs of students. MacEwan provides a range of programs in fields such as business, nursing, art, design, science, and humanities, catering to diverse interests and career goals. The institution also focuses on practical and future-focused education, preparing students to thrive in their communities and succeed in their careers. Additionally, MacEwan University fosters a collaborative and practical learning environment, allowing students to tailor their education to their personal needs and aspirations.",
99,Mount Royal University,MRU,https://www.mtroyal.ca,https://en.wikipedia.org/wiki/Mount_Royal_University,Public University,4,"Calgary, Alberta, Canada",0.89,"Attribute: domestic_student_tuition
Output: CAD $21,332 - $23,930","CAD $38,042 - $42,528","Mount Royal University (MRU), located in Calgary, Alberta, Canada, is a public university primarily focusing on undergraduate education. Originally founded in 1910 as a primary and secondary school, MRU transitioned over the years to become a post-secondary institution. It offers a variety of bachelor's degrees, diplomas, and certificate programs across various fields such as arts, business, communication, health, education, and science and technology. Known for its strong emphasis on teaching and learning experienced through smaller class sizes, MRU also provides a personalized learning environment.",,,,,https://catalog.mtroyal.ca/content.php?catoid=31&navoid=2498,"Undergraduate Programs: 12
Master's Programs: 0
PhD Programs: 0","Faculty of Arts
Faculty of Science and Technology
Faculty of Health, Community and Education
Faculty of Business and Communication Studies","Education Program
Sauder Business School
Engineering Program","Bachelor of Arts - Anthropology
Bachelor of Arts - Criminal Justice
Bachelor of Arts - English
Bachelor of Arts - History
Bachelor of Arts - Policy Studies
Bachelor of Arts - Psychology
Bachelor of Arts - Sociology
Bachelor of Business Administration
Bachelor of Communication - Information Design
Bachelor of Communication - Journalism
Bachelor of Communication - Public Relations
Bachelor of Computer Information Systems
Bachelor of Education - Elementary
Bachelor of Health and Physical Education - Athletic Therapy
Bachelor of Health and Physical Education - Ecotourism and Outdoor Leadership
Bachelor of Health and Physical Education - Physical Literacy
Bachelor of Health and Physical Education - Sport and Recreation Management
Bachelor of Interior Design
Bachelor of Midwifery
Bachelor of Nursing
Bachelor of Science - Biology
Bachelor of Science - Chemistry
Bachelor of Science - Environmental Science
Bachelor of Science - Geology
Bachelor of Science - Health Science
Bachelor of Science - Physics
Bachelor of Social Work
Aviation Diploma
Social Work Diploma
Theatre Arts Diploma","Mount Royal University is known for its distinct approach to education, focusing on smaller class sizes and a robust liberal education. It offers unique undergraduate programs that integrate research into the classroom experience, allowing students to engage in research early in their academic journey. This hands-on approach is designed to enhance learning and prepare students for future challenges.

Founded in 1910 in Calgary, Alberta, Canada, Mount Royal has evolved from a vibrant college to a mid-sized university that emphasizes a greater focus on undergraduate studies. The university fosters an environment of innovation, encouraging students to be bold, curious, and creative. This nurturing of future-focused mindsets helps transform ideas into impactful realities.

Mount Royal University also values its historical roots and the community it serves, continually adapting to meet changing educational needs with environmentally-friendly buildings and diverse program offerings. The university operates on the traditional territories of the Niitsitapi (Blackfoot) and the people of the Treaty 7 region in Southern Alberta, acknowledging its location and the cultural significance of the area.",
100,The University of British Columbia,UBC,https://www.ubc.ca,https://en.wikipedia.org/wiki/University_of_British_Columbia,Public University,4,"Vancouver, British Columbia, Canada
Kelowna, British Columbia, Canada",0.95,"CAD $2,980.05","CAD $37,038 - $51,448","The University of British Columbia (UBC), located in British Columbia, Canada, is a public research university known for its diverse faculties and emphasis on research. UBC is a member of several prestigious groups including the U15 Group of Canadian Research Universities and the Association of Pacific Rim Universities. It offers a wide range of programs at both its Vancouver and Okanagan campuses, contributing significantly to the intellectual and economic development of the region. UBC is also noted for its sustainability initiatives and beautiful campus environments.",,,,,https://vancouver.calendar.ubc.ca/academic-year-202425,"Undergraduate Programs: 99
Master's Programs: 148
PhD Programs: 91","Applied Science, Faculty of
Architecture and Landscape Architecture, School of
Arts, Faculty of
Audiology and Speech Sciences, School of
Business, Sauder School of
Community and Regional Planning, School of
Dentistry, Faculty of
Education, Faculty of
Extended Learning
Forestry, Faculty of
Graduate and Postdoctoral Studies
Journalism, School of
Kinesiology, School of
Land and Food Systems, Faculty of
Law, Peter A. Allard School of
Library, Archival and Information Studies, School of
Medicine, Faculty of
Music, School of
Nursing, School of
Pharmaceutical Sciences, Faculty of
Population and Public Health, School of
Public Policy and Global Affairs, School of
Science, Faculty of
Social Work, School of
UBC Vantage College
Vancouver School of Economics","Arts & Humanities
Engineering & Technology
Life Sciences & Medicine","Accounting (Business)
Accounting (Vancouver)
Aerospace Engineering
African-American Studies
Agricultural Education
Agricultural General
Agricultural Science & Technology
Agricultural and Resource Economics
Agricultural and Veterinary Medicine
American Studies
Animal Sciences: Animal Biotechnology
Animal Sciences: Animal Care and Management
Animal Sciences: Equine Studies
Animal Sciences: Laboratory Animal Care
Animal Sciences: Sciences/PreProfessional
Anthropology
Anthropology (Okanagan)
Anthropology (Vancouver)
Applied Animal Biology
Applied Plant & Soil Sciences
Arabic Studies
Archaeology: Greece
Rome
& the Near East
Architecture
Art Education
Art Education - Secondary
Art History
Art History (Okanagan)
Art History (Vancouver)
Asian Area Studies
Asian Language & Culture
Astronomy
Atmospheric Science
Behavioral and Community Health
Biochemistry
Biochemistry (Okanagan)
Biochemistry (Vancouver)
Bioengineering
Biological Sciences: Cell Biology and Genetics
Biological Sciences: Ecology and Evolution
Biological Sciences: General Biology
Biological Sciences: Microbiology
Biological Sciences: Physiology and Neurobiology
Biology (Okanagan)
Biology (Vancouver)
Biophysics
Biotechnology
Business & Computer Science
Business Education - Secondary
Canadian Studies
Central European
Russian and Eurasian Studies
Chef Education - Secondary
Chemical & Biological Engineering
Chemical Engineering
Chemistry
Chemistry (Okanagan)
Chemistry (Vancouver)
Chinese
Civil Engineering
Civil Engineering (Okanagan)
Civil Engineering (Vancouver)
Classical Languages and Literatures
Classical Studies
Classics
Cognitive Systems (BA)
Cognitive Systems (BSc)
Commerce & Economics
Communication
Computer Engineering
Computer Science
Computer Science (Okanagan - BA)
Computer Science (Okanagan - BSc)
Computer Science (Vancouver - BA)
Computer Science (Vancouver - BSc)
Computer Science Education - Secondary
Creative Writing (Okanagan)
Creative Writing (Vancouver)
Criminology and Criminal Justice
Cultural Studies (Okanagan)
Dance
Dental Hygiene
Dietetics
Drama
Early Childhood Education
Earth & Environmental Sciences (Okanagan)
Earth & Ocean Sciences
Ecological Technology Design
Ecology & Evolutionary Biology (Okanagan)
Economics
Economics (Okanagan - BA)
Economics (Okanagan - BSc)
Economics (Vancouver)
Education (Okanagan)
Education (Teacher:Undecided)
Education - Elementary
Middle Years
or Secondary
Electrical Engineering
Electrical Engineering (Okanagan)
Electrical Engineering (Vancouver)
Elementary - Bachelor of Education
Elementary Education
Engineering (Undecided)
Engineering Physics
English (Okanagan)
English (Vancouver)
English Education - Secondary
English Language Arts Education
English Language and Literature
English as a Second Language Education - Secondary
Environmental Chemistry (Okanagan)
Environmental Design
Environmental Engineering
Environmental Health
Environmental Science and Policy
Environmental Science and Technology
Environmental Sciences
Family Science
Family Studies
Film Production
Film Studies
Finance (Business)
Finance (Vancouver)
Fire Protection Engineering
First Nations Languages & Linguistics
First Nations Studies
Food & Environment
Food & Nutritional Sciences
Food & the Environment
Food Market Analysis
Food Science
Food
Nutrition & Health
Foreign Language Education
Forest Operations
Forest Resources Management
Forest Sciences
French & Spanish (Okanagan)
French (Okanagan)
French (Vancouver)
French Education - Secondary
French Language and Literature
Freshwater Science (Okanagan)
General Business
General Business Management
General Science (Okanagan)
General Science (Vancouver)
General Studies (Okanagan)
Geographical Biogeosciences (Vancouver - BSc)
Geography
Geography (Okanagan - BA)
Geography - Environment & Sustainability (Vancouver - BA)
Geography - Human Geography (Vancouver - BA)
Geological Engineering
Geological Sciences
Geology
Geophysics
German
German Language and Literature
Global Resource Systems
Government and Politics
Health Studies (Okanagan) [Program currently under review]
Hearing and Speech Sciences
History
History (Okanagan)
History (Vancouver)
Home Economics Education - Secondary
Horticulture
Horticulture and Crop Production
Human Kinetics (Okanagan) - Clinical Exercise Physiology
Human Kinetics (Okanagan) - Community Health Promotion
Human Resources Management (Vancouver)
Indigenous Studies (Okanagan)
Individual Studies
Information Systems (Business)
Integrated Computer Science
Integrated Engineering
Integrated Sciences
Interdisciplinary Performance / Theatre (Okanagan)
Interdisciplinary Studies
International Business
International Relations (Okanagan)
International Relations (Vancouver)
Italian Business
Italian Language
Culture and Literature
Japanese
Jewish Studies
Journalism: Broadcast News
Journalism: Magazine
Journalism: News/Editorial
Journalism: Undecided
Kinesiology
Kinesiology (Vancouver) - Interdisciplinary Studies
Kinesiology (Vancouver) - Kinesiology & Health Science
Kinesiology (Vancouver) - Physical & Health Education
Landscape Architecture
Landscape Management
Latin American Studies (Okanagan)
Latin American Studies (Vancouver)
Letters and Sciences (advising for undecided students
prior to picking a degree-granting program)
Linguistics
Logistics
Transportation and Supply Chain Management (Business)
Management (Okanagan)
Management Information Systems
Marketing (Business)
Marketing (Vancouver - BCom)
Materials Engineering
Materials Science (Engineering)
Mathematical Science (Vancouver)
Mathematical Sciences (Okanagan)
Mathematics
Mathematics & Economics
Mathematics (Okanagan - BA)
Mathematics (Okanagan - BSc)
Mathematics (Vancouver - BA)
Mathematics (Vancouver - BSc)
Mathematics Education
Mathematics Education - Secondary
Mechanical Engineering
Mechanical Engineering (Okanagan)
Mechanical Engineering (Vancouver)
Medical Laboratory Science
Medieval Studies
Microbiology & Immunology
Microbiology (Okanagan)
Middle Years - Bachelor of Education
Midwifery
Mining Engineering
Modern European Studies
Modern Languages Education - Secondary
Molecular
Cell & Developmental Biology (Okanagan)
Music - Advanced Performance
Music - BA
Music - Composition
Music - General Studies
Music - Scholarship
Music Education - Secondary
Music: Education
Music: Liberal Arts Program
Music: Professional Program
Myth & Literature in Greece
Rome
& the Near East
Native Indian Teacher Education Program
Natural Resources Conservation
Natural Resources Management
Near Eastern Studies (Ancient)
Nursing (Okanagan)
Nursing (Vancouver)
Nutritional Sciences
Oceanography
Operations Management (Business)
Persian Studies
Pharmacology
Pharmacy
Philosophy
Philosophy (Okanagan)
Philosophy (Vancouver)
Philosophy
Politics & Economics (Okanagan)
Physical Education
Physical Education - Secondary
Physical Sciences
Physics
Physics (Okanagan)
Physics (Vancouver)
Physiology
Plant Sciences
Political Science
Political Science (Okanagan)
Political Science (Vancouver)
Psychology
Psychology (Okanagan - BA)
Psychology (Okanagan - BSc)
Psychology (Vancouver - BA)
Psychology (Vancouver - BSc)
Real Estate
Religion
Literature
& the Arts
Religious Studies
Resource Economics
Romance Languages
Romance Studies
Russian Language and Literature
Science Education
Science Education - Secondary
Secondary - BEd
Social Studies Education
Social Studies Education - Secondary
Sociology
Sociology (Okanagan)
Sociology (Vancouver)
Soil and Watershed Science
Soils & Environment
Spanish (Okanagan)
Spanish / Hispanic Studies (Vancouver)
Spanish Language and Literature
Special Education
Speech Sciences
Statistics
Studio Art
Technology Education - Secondary
Theatre
Theatre Education - Secondary
Theatre Studies
Theatre: Acting
Theatre: Production & Design
Transportation & Logistics
Turf and Golf Course Management
Undecided (Letters and Sciences; advising for undecided students
prior to picking a degree-granting program)
United States' Studies
Urban Forestry
Visual Arts (Okanagan - BFA)
Visual Arts (Vancouver - BA)
Visual Arts (Vancouver - BFA)
West Kootenay Teacher Education Program - Rural Education Specialization
Women's & Gender Studies (Vancouver)
Women's Studies
Wood Products Processing
Zoology (Okanagan)","The University of British Columbia (UBC) is a prominent educational and research institution known for its significant contributions to various fields and its vibrant campus life. Here are some notable characteristics:

Research and Innovation: UBC is a hub for research, receiving substantial funding and producing a large number of projects and spin-off companies. It ranks highly globally in delivering on the UN's Sustainable Development Goals, particularly in industry, innovation, and infrastructure.

Academic Excellence: UBC is consistently ranked among the top universities worldwide, with a strong faculty that includes Nobel laureates, Rhodes Scholars, and members of the Royal Society of Canada. The university offers a wide range of undergraduate and graduate programs, fostering an environment of learning and discovery.

Global Impact and Community: With over 375,000 alumni in 160 countries and campuses in Vancouver and Kelowna, UBC has a broad international reach and maintains regional bases in Hong Kong and India, enhancing its global partnerships.

Commitment to Sustainability: UBC is actively engaged in sustainability initiatives, reflecting its commitment to environmental stewardship and sustainable development.

Cultural and Historical Significance: UBC's campuses are located on the traditional, ancestral, and unceded territory of the Musqueam people, and the university acknowledges this history and incorporates indigenous cultures into its campus life.",
101,University of Northern British Columbia,UNBC,https://www.unbc.ca,https://en.wikipedia.org/wiki/University_of_Northern_British_Columbia,Public University,4,"Prince George, British Columbia, Canada
Quesnel, British Columbia, Canada
Terrace, British Columbia, Canada
Fort St. John, British Columbia, Canada
Gitwinksihlkw, British Columbia, Canada",0.89,"CAD $6,128 - $7,946","CAD $2,548.20 per semester","The University of Northern British Columbia (UNBC), located in Prince George, British Columbia, Canada, is a small, research-intensive university. Established in 1990, UNBC is known for its commitment to teaching, research, and service to the community. It offers a wide range of undergraduate and graduate programs, focusing on health, science, environment, and social sciences. UNBC is recognized for its beautiful campus and its leadership in sustainability. It also ranks among Canada's top small universities.",781-790,,801–1000,,https://www2.unbc.ca/calendar/undergraduate,"Undergraduate Programs: 62
Master's Programs: 29
PhD Programs: 3","Faculty of Indigenous Studies, Social Sciences and Humanities
Faculty of Science and Engineering
Engineering Faculty
Chemistry Faculty
Geography Faculty
English Faculty
Political Science Faculty","Education Program
Sauder Business School
Engineering Program",Bachelor of Arts\nBachelor of Science\nMaster of Business Administration (MBA)\nNatural Resources Planning\nEconomics (BA and BSc Programs),"UNBC is recognized as one of Canada's top small universities, known for its commitment to teaching, discovery, and the environment. It offers a range of undergraduate and graduate programs and has a notable emphasis on serving the needs of Northern British Columbia. The university is also distinguished by its strong connections with Indigenous communities, acknowledging and respecting the traditional lands where it operates. Additionally, UNBC's alumni have a track record of earning above-average incomes, reflecting the quality of education and opportunities provided.",
102,Royal Roads University,RRU,https://www.royalroads.ca,https://en.wikipedia.org/wiki/Royal_Roads_University,Public University,4,"Victoria, British Columbia, Canada",0.89,"CAD $6,128 - $7,946","CAD $37,038 - $51,448","Royal Roads University, located in Colwood, British Columbia, is a public university that offers a unique model of post-secondary education. Unlike traditional universities, Royal Roads focuses primarily on applied and professional programs, catering mainly to mature students who are already in the workforce. The university offers a blend of online and on-campus programs in fields such as business, communication, and environmental science. Royal Roads University is known for its picturesque campus, situated on the grounds of the historic Hatley Park National Historic Site, which includes Hatley Castle.",,,,,https://www.royalroads.ca/important-dates,"Undergraduate Programs: 9
Master's Programs: 31
PhD Programs: 1","Faculty of Social and Applied Sciences
Faculty of Management","Master of Arts in Environmental Practice
Entrepreneurial Management
Bachelor of Business Administration (BBA)
Master of Business Administration in Executive Management
Master of Arts in Justice Studies
Master of Arts in Tourism Management
Doctor of Social Sciences","Master of Arts in Leadership
Master of Arts in Tourism Management
Master of Global Management","Royal Roads University is characterized by its unique blend of historical significance and modern educational approaches. Here are some key highlights:

Historic Campus: The university is located on a National Historic Site featuring a castle, which has been a setting for films like X-Men and Deadpool. This adds a distinctive historical and cultural flavor to the campus environment.

Innovative Education: Royal Roads University focuses on applied research and professional programming, catering to lifelong learning. This approach is designed to meet the needs of students at various stages of their careers and lives.

Strategic Vision: The university is guided by a strategic vision to inspire transformational change in the world, emphasizing courage and innovation in its educational programs.

Diverse and Inclusive Community: The student body is diverse, with about 20 percent international students and strong representation from Indigenous communities. The university also supports a vibrant LGBTQ2S+ community, enhancing its inclusive educational environment.

Flexible Admissions: Royal Roads offers flexible admissions policies that value professional achievements and experiences outside traditional academic pathways, making higher education accessible to a broader range of learners.

Entrepreneurial Focus: The university encourages entrepreneurial thinking through its programs, aiming to develop leaders who are skilled in envisioning and realizing innovative solutions.

These characteristics collectively define Royal Roads University as a forward-thinking institution that values history, diversity, and innovation in its pursuit of academic excellence and societal impact.",
